Id,Label,GeoCategory,Affilations,Main Role,All Roles,Debut Year,Debut Region,Debut at Private Studio,lat,lon
10,"袁月华","Beijing","Northeast Film Studio (1) & Beijing Film Studio (2)","副导演","Acting (1) & 副导演 (2)",1949,"Northeast","False",39.19282536462944,117.25435765843118
11,"高均","Northeast","Northeast Film Studio (5) & Changchun Film Studio (2)","Acting","Acting (7)",1949,"Northeast","False",44.6889548071089,124.97276186319438
12,"王利夫","Northeast","Northeast Film Studio (3) & Changchun Film Studio (3)","Acting | 副导演","Acting (3) & 副导演 (3)",1949,"Northeast","False",44.51774145170232,124.92619190683925
13,"金风","Northeast","Northeast Film Studio (3) & Beijing Film Studio (1) & Wuhan Film Studio (1)","Acting","Acting (4) & Scriptwriter (1)",1949,"Northeast","False",44.21558864357919,125.64893899195965
14,"武愚","Northeast","Northeast Film Studio (5) & Changchun Film Studio (8)","剧务主任","Acting (2) & 场务 (3) & 剧务 (1) & 剧务主任 (5) & 制片 (3)",1949,"Northeast","False",43.82271378104603,124.44365210229331
15,"柳塘","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1)","Acting","Acting (2) & 剧务主任 (1)",1949,"Northeast","False",43.2660517614296,125.2683743706735
16,"王春英","Northeast","Northeast Film Studio (5) & Changchun Film Studio (14) & Emei Film Studio (1)","Acting","Acting (19)",1949,"Northeast","False",44.08677236195025,125.73873501222144
17,"孙笑非","Northeast","Northeast Film Studio (9) & Changchun Film Studio (12) & Moscow Film Studio (1)","Acting","Acting (21)",1949,"Northeast","False",42.918738463268085,126.07431666544208
18,"张敬平","Northeast","Northeast Film Studio (5) & Changchun Film Studio (3)","Acting","Acting (5) & 制片主任 (2) & 制片 (1)",1949,"Northeast","False",43.381567119551086,125.64958353921878
19,"梁音","Northeast","Northeast Film Studio (7) & Changchun Film Studio (18) & Harbin Film Studio (1)","Acting","Acting (25)",1949,"Northeast","False",44.31594098151992,125.32892869258012
20,"苗灵","Northeast","Northeast Film Studio (7) & Beijing Film Studio (1) & Changchun Film Studio (2)","Acting","Acting (10)",1949,"Northeast","False",43.883978167219055,124.87063119980984
21,"于致中","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.50138575870402,124.72150814687832
22,"蔺娜","Northeast","Northeast Film Studio (4) & Changchun Film Studio (3)","Acting","服装 (1) & Acting (7)",1949,"Northeast","False",44.1596212221444,125.86975810030408
23,"包杰","Northeast","Northeast Film Studio (6) & Changchun Film Studio (11) & Moscow Film Studio (1)","摄影","摄影 (16) & 总摄影 (1)",1949,"Northeast","False",43.01544609238692,124.98612191187716
24,"刘学尧","Northeast","Northeast Film Studio (8) & Changchun Film Studio (10) & Inner Mongolia Film Studio (1)","美术","美术 (6) & 美术设计 (4) & 布景设计 (3) & 美工设计 (3) & 美工 (2)",1949,"Northeast","False",44.5334064940232,125.80248825718988
25,"何士德","Beijing / Northeast","Northeast Film Studio (2) & Central Newsreel and Documentary Film Studio (1) & Beijing Film Studio (1)","作曲","作曲 (3) & 音乐顾问 (1)",1949,"Northeast","False",-0.2095080240526015,-0.3004512260708272
26,"吕宪昌","Beijing","Northeast Film Studio (4) & Beijing Film Studio (17) & Wuhan Film Studio (1)","录音","录音 (21)",1949,"Northeast","False",39.46353673727752,115.62281266819423
27,"马天文","Northeast","Northeast Film Studio (7)","照明","照明 (7)",1949,"Northeast","False",43.62191354845417,125.35242757963606
28,"世为","Northeast","Northeast Film Studio (3) & Shanghai Film Studio (1)","特技","特技 (3) & 特技设计 (1)",1949,"Northeast","False",43.116058856083114,124.48427433186123
29,"宋杰","Northeast","Northeast Film Studio (4) & Beijing Film Studio (1)","场记","场记 (4) & 副导演 (1)",1949,"Northeast","False",43.90993487000191,124.82141273621355
30,"潘英","Northeast","Northeast Film Studio (7) & Changchun Film Studio (7)","剧务主任","场务 (2) & 剧务 (1) & 剧务主任 (11)",1949,"Northeast","False",42.85551143226841,124.99830547485924
31,"董志国","Northeast","Northeast Film Studio (2) & Changchun Film Studio (4)","剧务主任","场务 (1) & 剧务主任 (5)",1949,"Northeast","False",44.39341103068871,125.1499399595597
32,"牟华","Northeast","Northeast Film Studio (1)","服装","服装 (1)",1949,"Northeast","False",43.53933819631993,125.91346009034564
33,"毕泽普","Northeast","Northeast Film Studio (5) & Changchun Film Studio (6) & Moscow Film Studio (1) & Xi'an Film Studio (1)","化妆","化妆 (11)",1949,"Northeast","False",42.869381302826106,126.11391031230279
34,"贾益三","Northeast","Northeast Film Studio (4) & Changchun Film Studio (1)","道具","道具 (5)",1949,"Northeast","False",43.85156639060599,125.89713788850561
35,"鲁潍","Northeast","Northeast Film Studio (1)","洗印","洗印 (1)",1949,"Northeast","False",43.043227719652926,124.95340239330372
36,"安芙梅","Northeast","Northeast Film Studio (5)","剪接","剪接 (5)",1949,"Northeast","False",44.208376588711054,126.22304873302221
37,"祖述志","Northeast","Northeast Film Studio (3) & Changchun Film Studio (4)","剪接","剪接 (5) & 剪辑 (2)",1949,"Northeast","False",44.32386801063313,124.93642589876211
38,"成荫","Beijing","Northeast Film Studio (3) & Shanghai Film Studio (1) & Beijing Film Studio (4) & August First Film Studio (1)","Director","Director (9) & Scriptwriter (4)",1949,"Northeast","False",40.624818265969786,115.9748205384057
39,"林克","Northeast","Northeast Film Studio (1) & Changchun Film Studio (7) & Inner Mongolia Film Studio (1)","副导演","Acting (1) & 副导演 (7)",1949,"Northeast","False",44.486488640520925,125.91773336192445
40,"关贵祥","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.88205514144681,125.97480575059924
41,"武兆堤","Northeast","Northeast Film Studio (3) & Changchun Film Studio (8) & Xi'an Film Studio (1)","Director","Acting (2) & Scriptwriter (4) & 副导演 (1) & Director (7)",1949,"Northeast","False",42.95190282336552,126.20280956092664
42,"塞声","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1949,"Northeast","False",44.316149951054356,124.57929541395936
43,"孙辉","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","摄影 | Acting","Acting (1) & 摄影 (1)",1949,"Northeast","False",43.13669590939846,126.06036144204683
44,"曹瑞","Beijing","Northeast Film Studio (1) & August First Film Studio (3)","Acting","Acting (4)",1949,"Northeast","False",39.184728925139105,115.9368020441169
45,"王冰","Beijing","Northeast Film Studio (1) & August First Film Studio (7)","Director","Acting (1) & Director (7) & Scriptwriter (1)",1949,"Northeast","False",39.18409900549658,115.90613421670156
46,"李司野","Beijing / Northeast","Northeast Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)",1949,"Northeast","False",-0.23090728780778136,-0.19497271951419815
47,"苏里","Northeast","Northeast Film Studio (3) & Changchun Film Studio (7)","Director","Acting (2) & 副导演 (2) & Director (7)",1949,"Northeast","False",44.51000936010796,125.66868286619076
48,"李维新","Beijing / Northeast","Northeast Film Studio (1) & August First Film Studio (1)","Acting","Acting (2)",1949,"Northeast","False",-0.7769308387627649,-0.869618554975897
49,"李蒙","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.96075500732999,124.91483116817219
50,"马学海","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.06413183494067,124.52747648019401
51,"于钟黎","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.39507844200445,125.90295334778534
52,"文友","Beijing","Northeast Film Studio (1) & August First Film Studio (2)","Acting","Acting (3)",1949,"Northeast","False",40.3432353602914,115.45066680856657
53,"黎光","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.69439234065299,125.44391670326117
54,"王祖述","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.348048190876234,125.91686543264916
55,"张玉昆","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (2)",1949,"Northeast","False",44.3462391345828,125.16492712035021
56,"邹继才","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.07078977932954,125.24071552331436
57,"王少梅","Shanghai (state)","Northeast Film Studio (1) & Shanghai Film Studio (1) & Haiyan Film Studio (1) & Hong Kong Dapeng Film Company (1)","Acting","Acting (3)",1949,"Northeast","False",30.772463704001744,121.2387215136435
58,"李锦富","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.79890888834917,125.94275187175911
59,"艾云鹏","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.75788674126196,126.30255543251874
60,"马玺林","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.11536690288919,125.03343820773462
61,"吴伯仁","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.29424447372556,125.6737364409177
62,"刘增文","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.416918538273364,124.57532093988321
63,"乔传荣","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.277838799844744,126.22105728446954
64,"周献","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.823710153057235,125.13779234560852
65,"丁克明","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.899919492393735,125.97918625254044
66,"王玉湖","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.82174452122137,125.34050865454691
67,"孟庆祥","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.81749904654474,125.97067457293514
68,"吴长龙","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.3042885479603,125.5797637222275
69,"成立业","Beijing","Northeast Film Studio (1) & August First Film Studio (5)","剧务主任","Acting (2) & 剧务主任 (5)",1949,"Northeast","False",39.40127777899308,117.33254440818031
70,"周顺礼","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.97712836804521,125.40906930049807
71,"李白水","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.91663608993379,125.88142429624395
72,"李光惠","Northeast","Northeast Film Studio (4) & Changchun Film Studio (13)","摄影","摄影 (17)",1949,"Northeast","False",44.45390570777389,124.98464823273136
73,"朱革","Northeast","Northeast Film Studio (4) & Central Newsreel and Documentary Film Studio (1)","布景设计","布景 (1) & 布景设计 (2) & 美工设计 (1) & 特技摄影 (1)",1949,"Northeast","False",43.02022800143097,126.21840092032886
74,"吴因","Northeast","Northeast Film Studio (1)","作曲","作曲 (1)",1949,"Northeast","False",44.791595373694115,125.48849939669888
75,"巩志伟","Beijing","Northeast Film Studio (1) & August First Film Studio (11)","作曲","作曲 (12)",1949,"Northeast","False",40.808788640672184,115.89896056770965
76,"张棣昌","Northeast","Northeast Film Studio (5) & Changchun Film Studio (12)","作曲","作曲 (17)",1949,"Northeast","False",43.702513882989514,125.50614580693653
77,"陈文渊","Northeast","Northeast Film Studio (6) & Changchun Film Studio (11)","录音","录音 (17)",1949,"Northeast","False",42.89274672484422,125.98469616551682
78,"陈田","Northeast","Northeast Film Studio (3)","照明","照明 (3)",1949,"Northeast","False",44.22807600186233,125.96313071648356
79,"李存邦","Northeast","Northeast Film Studio (21)","洗印","洗印 (21)",1949,"Northeast","False",44.327710133811244,125.10525835866706
80,"唐顺","Northeast","Northeast Film Studio (2)","洗印","洗印 (2)",1949,"Northeast","False",44.27084515068806,125.41378034822026
81,"贾文锦","Northeast","Northeast Film Studio (4)","剪接","剪接 (4)",1949,"Northeast","False",44.659872350734446,125.53333327151432
82,"王光彦","Northeast","Northeast Film Studio (3) & Beijing Film Studio (1)","剧务主任","剧务主任 (2) & 副导演 (1) & Director (1)",1949,"Northeast","False",43.05525035077196,126.22770416110936
83,"郭奕","Northeast","Northeast Film Studio (3)","场记","场记 (2) & 剧务 (1)",1949,"Northeast","False",44.76486475344326,125.25423209199785
84,"罗泰","Northeast","Northeast Film Studio (5) & Changchun Film Studio (4)","Acting","化妆 (1) & Acting (4) & 导演助理 (1) & 副导演 (2) & Scriptwriter (2)",1949,"Northeast","False",44.32367255786689,124.5339566410474
85,"许珂","Beijing","Northeast Film Studio (2) & Beijing Film Studio (5) & Anhui Film Studio (1)","Director","Director (7)",1949,"Northeast","False",39.41435695414537,116.33218072986868
86,"陈波儿","Northeast","Northeast Film Studio (1)","Scriptwriter","Scriptwriter (1)",1949,"Northeast","False",43.87342898440438,124.65973849975092
87,"张平","Beijing","Northeast Film Studio (12) & Beijing Film Studio (13) & August First Film Studio (1)","Acting","Acting (25) & 副导演 (1) & 歌唱者 (1)",1949,"Northeast","False",39.436988277633745,116.04340114155565
88,"王潍潍","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.901513938714196,126.23996787138607
89,"欧阳如秋","Northeast","Northeast Film Studio (3)","Acting","Acting (3)",1949,"Northeast","False",44.54118844216437,126.22237891714136
90,"张琪","Northeast","Northeast Film Studio (3) & Jiangnan Film Studio (1)","Acting","Acting (4)",1949,"Northeast","False",44.547782427665155,125.17600468838059
91,"于彦夫","Northeast","Northeast Film Studio (4) & Changchun Film Studio (9) & Central Newsreel and Documentary Film Studio (1) & Harbin Film Studio (1)","Director","剧务主任 (1) & Acting (1) & 副导演 (3) & Director (8) & Scriptwriter (2) & 作词 (1)",1949,"Northeast","False",43.691125351079485,125.53831498580455
92,"张莹","Northeast","Northeast Film Studio (6) & Changchun Film Studio (2) & Tianma Film Studio (1) & Beijing Film Studio (4)","Acting","Acting (13)",1949,"Northeast","False",44.01358997788399,126.18626571297644
93,"秋晨","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1949,"Northeast","False",43.429396358550875,125.68766212949369
94,"王炎","Northeast","Northeast Film Studio (3) & Shanghai Film Studio (2) & Changchun Film Studio (7)","Director","Acting (4) & 副导演 (4) & Director (6) & Scriptwriter (4)",1949,"Northeast","False",44.681731720825255,124.81841961667197
95,"陈克","Shanghai (state) / Northeast","Northeast Film Studio (4) & Shanghai Film Studio (3) & Haiyan Film Studio (1) & Pearl River Film Studio (1)","Acting","Acting (8) & Scriptwriter (1)",1949,"Northeast","False",0.28895587327064964,-0.003549615994782318
96,"荆杰","Northeast","Northeast Film Studio (1) & Changchun Film Studio (4)","Acting | 副导演","Acting (3) & 副导演 (3)",1949,"Northeast","False",43.77485042385697,124.48230559551885
97,"必克","Northeast","Northeast Film Studio (3)","Acting","Acting (3)",1949,"Northeast","False",43.887752282558864,125.38920884540806
98,"崔斌","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.26331270425256,125.31467126196799
99,"柳唐","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.67062343580366,126.07969318915225
100,"蓝旅","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",42.96987953270245,124.50127968889089
101,"傅宏","Northeast","Northeast Film Studio (6)","摄影","摄影 (6)",1949,"Northeast","False",43.859179174936195,125.21933332621123
102,"徐渭","Northeast","Northeast Film Studio (3) & Changchun Film Studio (8)","美术","布景 (1) & 布景设计 (2) & 美工设计 (1) & 美术设计 (1) & 美术 (4) & 美工 (2)",1949,"Northeast","False",43.1173262350612,126.05888756463119
103,"苏民","Beijing","Northeast Film Studio (2) & Beijing Film Studio (5) & Changchun Film Studio (1)","作曲","作曲 (8)",1949,"Northeast","False",40.806877885675405,116.1631170616886
104,"隋锡忠","Northeast","Northeast Film Studio (4) & Changchun Film Studio (10) & Moscow Film Studio (1)","录音","录音 (14)",1949,"Northeast","False",43.92649433340213,126.01905017475603
105,"包万伶","Northeast","Northeast Film Studio (1)","摄影助理","摄影助理 (1)",1949,"Northeast","False",44.589480365848395,124.9345297045642
106,"于方","Beijing","Northeast Film Studio (1) & Beijing Film Studio (3)","制片","录音助理 (1) & 制片 (3)",1949,"Northeast","False",40.384287200407975,115.54146203199781
107,"庞贵","Beijing / Northeast","Northeast Film Studio (2) & Beijing Film Studio (2)","特技","特技 (4)",1949,"Northeast","False",-0.8282552753116672,0.4663720707297303
108,"曾希忠","Northeast","Northeast Film Studio (5)","照明","照明 (5)",1949,"Northeast","False",43.08184749540538,124.87859490753983
109,"张朴实","Northeast","Northeast Film Studio (3)","场务","场务 (2) & 剧务 (1)",1949,"Northeast","False",44.375602224785126,125.27478284777754
110,"李慧颖","Northeast","Northeast Film Studio (3)","Acting","场记 (1) & Acting (2)",1949,"Northeast","False",43.04158472277845,126.08674801272399
111,"李影","Northeast","Northeast Film Studio (2)","Acting | 化妆","化妆 (1) & Acting (1)",1949,"Northeast","False",43.21513358570951,124.86359492528304
112,"薛雁","Northeast","Northeast Film Studio (4)","Acting","服装 (1) & Acting (3)",1949,"Northeast","False",43.12384774882698,125.87527876629322
113,"凌子风","Beijing","Northeast Film Studio (3) & Beijing Film Studio (5) & Shanghai Film Studio (2) & Haiyan Film Studio (1) & Tianjin Film Studio (1) & Hong Kong Jinsheng Film Company (1)","Director","Director (10) & Scriptwriter (3) & 艺术指导 (1)",1949,"Northeast","False",39.9012419969586,117.38945665437808
114,"翟强","Northeast","Northeast Film Studio (2)","Director","Director (2) & Acting (1)",1949,"Northeast","False",43.45186584084667,125.60373478285634
115,"颜一烟","Beijing","Northeast Film Studio (1) & Beijing Film Studio (3)","Scriptwriter","Scriptwriter (3) & Acting (1)",1949,"Northeast","False",40.506198659826076,116.50915434373547
116,"张铮","Shanghai (state) / Canton","Northeast Film Studio (1) & Shanghai Film Studio (1) & Jiangnan Film Studio (1) & Haiyan Film Studio (2) & Pearl River Film Studio (4) & Beijing Film Studio (2) & Da Guangming Film Company (1)","Acting","Acting (7) & 副导演 (1) & Director (4) & Scriptwriter (1)",1949,"Northeast","False",-0.7252898106999084,0.7346622182735583
117,"岳慎","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1949,"Northeast","False",44.05021369886264,125.30347381746603
118,"柏李","Shanghai (state)","Northeast Film Studio (1) & Shanghai Film Studio (2)","Acting","Acting (3)",1949,"Northeast","False",30.898855344373107,122.01211701288626
119,"秦布华","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.62286344925067,125.25674281235673
120,"周苏菲","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.31144877714517,126.14336035105957
121,"孙月枝","Northeast","Northeast Film Studio (3)","Acting","Acting (3)",1949,"Northeast","False",44.05758458568187,125.00389856265465
122,"周莹箴","Northeast","Northeast Film Studio (3) & Changchun Film Studio (8) & Moscow Film Studio (1)","剪辑","Acting (3) & 剪接 (3) & 剪辑 (5)",1949,"Northeast","False",43.42962432984695,125.17137136806771
123,"李超","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.30132175144373,124.93972852421295
124,"华永庄","Northeast","Northeast Film Studio (3) & Changchun Film Studio (3) & Xi'an Film Studio (3)","副导演","Acting (1) & 场记 (2) & 剧务主任 (1) & 副导演 (4) & Director (1)",1949,"Northeast","False",44.57012394401305,126.23266453478062
125,"王英","Northeast","Northeast Film Studio (5)","Acting","Acting (5)",1949,"Northeast","False",43.419394621283736,125.53423524674244
126,"李先觉","Xi'an","Northeast Film Studio (1) & Xi'an Film Studio (2) & Beijing Film Studio (1)","剧务主任","Acting (1) & 剧务主任 (2)",1949,"Northeast","False",33.93611981261056,108.78095134932167
127,"岳忠华","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.26972869471879,125.53227903236046
128,"刘武县","Northeast","Northeast Film Studio (4)","Acting","Acting (4)",1949,"Northeast","False",43.376657422947865,124.53623927092204
129,"牛景纯","Northeast","Northeast Film Studio (2) & Changchun Film Studio (5)","剧务主任","Acting (2) & 剧务主任 (3) & 剧务 (1) & 制片 (1)",1949,"Northeast","False",43.65577126976763,125.84975562131048
130,"张有慧","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.573568036678054,126.11651432072247
131,"杜凤侠","Northeast","Northeast Film Studio (3) & Beijing Film Studio (1) & Changchun Film Studio (2)","Acting","Acting (6)",1949,"Northeast","False",43.3106928814317,125.84556958915056
132,"刘晶昆","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1949,"Northeast","False",43.727027140522154,126.29120673201349
133,"关航","Northeast","Northeast Film Studio (2)","Acting","Acting (2)",1949,"Northeast","False",43.58305262044926,124.99436626158719
134,"钱江","Beijing","Northeast Film Studio (3) & Beijing Film Studio (9) & Wuhan Film Studio (1) & Xinjiang Film Studio (1)","摄影","摄影 (11) & 摄影指导 (1)",1949,"Northeast","False",39.09836389249158,116.54149175638324
135,"葛炎","Shanghai (state)","Northeast Film Studio (1) & Shanghai Film Studio (5) & Haiyan Film Studio (9)","作曲","作曲 (12) & 音乐顾问 (1) & 指挥 (1) & 编曲 (1) & Scriptwriter (1)",1949,"Northeast","False",30.688583175897637,122.0432886740903
136,"唐远之","Northeast","Northeast Film Studio (2)","剧务主任","剧务主任 (2)",1949,"Northeast","False",44.23565424228631,124.5735315039588
137,"刘力","Northeast","Northeast Film Studio (3) & Changchun Film Studio (6)","剧务主任","场记 (2) & 场务 (1) & 剧务主任 (3) & 助理导演 (1) & 制片 (2)",1949,"Northeast","False",44.720130762923134,126.00592990354647
138,"蔡光","Northeast","Northeast Film Studio (4) & Changchun Film Studio (14) & Inner Mongolia Film Studio (1) & Xi'an Film Studio (1)","特技设计","特技 (3) & 特技设计 (14) & 特技美术 (1)",1949,"Northeast","False",44.195458919914564,124.93311642921799
139,"苏云鹏","Northeast","Northeast Film Studio (3) & Changchun Film Studio (2)","道具","道具 (5)",1949,"Northeast","False",43.91606195309615,125.5826526539104
140,"李延江","Northeast","Northeast Film Studio (5) & Xi'an Film Studio (2) & Beijing Film Studio (1)","照明","照明 (7)",1949,"Northeast","False",44.022795224295194,125.19781805021536
141,"王文起","Northeast","Northeast Film Studio (6) & Changchun Film Studio (3) & Xi'an Film Studio (1)","照明","照明 (9)",1949,"Northeast","False",43.24862831977309,125.78655238329614
142,"汲永源","Northeast","Northeast Film Studio (3)","洗印","洗印 (3)",1949,"Northeast","False",42.92406044081596,125.34621839396195
143,"明伟","Northeast","Northeast Film Studio (7)","剪接","剪接 (7)",1949,"Northeast","False",44.2318579131744,126.21954313526719
144,"李玉英","Northeast","Northeast Film Studio (2)","剪接","剪接 (2)",1949,"Northeast","False",43.239751376064596,124.40043336487774
145,"冯白鲁","Northeast","Northeast Film Studio (2) & Changchun Film Studio (2)","Director","Director (4)",1949,"Northeast","False",43.53472030689353,124.7581478637405
146,"王震之","Northeast","Northeast Film Studio (3)","Scriptwriter","Scriptwriter (3)",1949,"Northeast","False",44.46725449225962,125.5365023097355
147,"于蓝","Beijing","Northeast Film Studio (1) & Shanghai Film Studio (1) & Beijing Film Studio (5)","Acting","Acting (6) & 副导演 (1)",1949,"Northeast","False",39.631790352314646,115.97837852159653
148,"安琪","Northeast","Northeast Film Studio (5) & Changchun Film Studio (4) & August First Film Studio (2)","Acting","Acting (11)",1949,"Northeast","False",44.61470789677265,124.50126716996131
149,"苏苓","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",44.720414184287925,124.62359480253316
150,"黄玲","Northeast","Northeast Film Studio (7) & Changchun Film Studio (7) & Harbin Film Studio (1)","Acting","Acting (14)",1949,"Northeast","False",43.05396464271721,125.13511898271359
151,"刘儒","Northeast","Northeast Film Studio (5) & Changchun Film Studio (10)","Acting","Acting (15)",1949,"Northeast","False",43.09745803967963,124.32393242557578
152,"马守清","Northeast","Northeast Film Studio (1)","摄影","摄影 (1)",1949,"Northeast","False",43.90201591823905,125.23944261567858
153,"高田","Shanghai (state)","Northeast Film Studio (3) & Shanghai Film Studio (3) & Haiyan Film Studio (6) & Jiangnan Film Studio (4) & Xinjiang Film Studio (1)","作曲","作曲 (16)",1949,"Northeast","False",31.806500401417516,121.20389562942593
154,"赵鸿钧","Northeast","Northeast Film Studio (3)","录音","录音 (3)",1949,"Northeast","False",42.884059675242945,125.02954294402922
155,"郑国恩","Beijing / Northeast","Northeast Film Studio (1) & Studio of Beijing Film Academy (1)","摄影 | 照明助理","照明助理 (1) & 摄影 (1)",1949,"Northeast","False",0.6142043376821784,-0.11048771844597916
156,"傅英杰","Beijing","Northeast Film Studio (1) & Beijing Film Studio (15) & Tianjin Film Studio (1) & Hong Kong Jinsheng Film Company (1) & Xinjiang Film Studio (1)","录音","录音助理 (1) & 录音 (15)",1949,"Northeast","False",39.70592882792171,116.06208940687037
157,"高振环","Northeast","Northeast Film Studio (1)","录音助理","录音助理 (1)",1949,"Northeast","False",43.834185808228526,124.62095167805899
158,"王永瑞","Northeast","Northeast Film Studio (2) & Changchun Film Studio (1) & Xi'an Film Studio (1)","置景","置景 (3)",1949,"Northeast","False",43.30682205611569,125.982669345804
159,"织田","Northeast","Northeast Film Studio (1)","特技","特技 (1)",1949,"Northeast","False",43.26197220703102,124.71470948320393
160,"阎永三","Northeast","Northeast Film Studio (1)","特技","特技 (1)",1949,"Northeast","False",42.94420628937652,124.47489226968105
161,"钱仲选","Northeast","Northeast Film Studio (11)","洗印","洗印 (11)",1949,"Northeast","False",43.87562269786686,125.79836689164128
162,"孙晓文","Northeast","Northeast Film Studio (1)","场记","场记 (1)",1949,"Northeast","False",43.297390694427676,124.35164224375428
163,"王岚","Northeast","Northeast Film Studio (2) & Kunlun Film Company (1) & Changjiang-Kunlun Associated Film Studio (1) & Shanghai Film Studio (4) & Changchun Film Studio (11) & Haiyan Film Studio (1) & Jiangnan Film Studio (2) & Datong Film Company (2) & 惠昌商务有限公司 (1) & Guotai Film Company (1) & 中央电影摄影场一厂 (1)","Acting","场务 (1) & Acting (15) & 副导演 (8) & Director (3)",1949,"Northeast","False",44.17346054008388,125.05033422684238
164,"董士忠","Northeast","Northeast Film Studio (3)","剧务 | 场务 | 剧务主任","场务 (1) & 剧务 (1) & 剧务主任 (1)",1949,"Northeast","False",43.18659808357658,124.40952696476211
165,"段明慨","Northeast","Northeast Film Studio (1)","医务顾问","医务顾问 (1)",1949,"Northeast","False",42.837145837307396,124.34709219029304
166,"尹升山","Northeast","Northeast Film Studio (26) & Changchun Film Studio (77) & Shanghai Film Studio (1) & Lanzhou Film Studio (1) & Harbin Film Studio (1) & Inner Mongolia Film Studio (1) & Xi'an Film Studio (2)","指挥","指挥 (105)",1949,"Northeast","False",42.86398894254961,124.35172649128333
167,"伊明","Beijing","Northeast Film Studio (1) & Beijing Film Studio (2)","Director","Director (3) & Scriptwriter (1)",1949,"Northeast","False",39.913394733803216,115.95084762246954
168,"姚向黎","Beijing","Northeast Film Studio (1) & Beijing Film Studio (4)","Acting","Acting (5)",1949,"Northeast","False",40.75222040857757,115.45409671638973
169,"刘西林","Northeast","Northeast Film Studio (1) & Changchun Film Studio (1)","Acting","Acting (2)",1949,"Northeast","False",44.58702993898249,125.90972305092386
170,"周克","Northeast","Northeast Film Studio (2) & Beijing Film Studio (1) & Changchun Film Studio (5)","Acting","Acting (8)",1949,"Northeast","False",43.51875204330603,124.8105366099091
171,"孙凤琴","Beijing / Northeast","Northeast Film Studio (2) & Shanghai Film Studio (1) & Beijing Film Studio (2) & Tianjin Film Studio (1)","Acting","Acting (5)",1949,"Northeast","False",-0.8392755491372605,-0.9249969242180152
172,"张路","Northeast","Northeast Film Studio (1)","Acting","Acting (1)",1949,"Northeast","False",43.418236835431316,125.48828109986789
173,"陈民魂","Northeast","Northeast Film Studio (1) & Beijing Film Studio (1) & Shanghai Film Studio (1) & Central Newsreel and Documentary Film Studio (1) & Changchun Film Studio (8) & Inner Mongolia Film Studio (1)","摄影","摄影 (12)",1949,"Northeast","False",43.21318027236338,125.13166309638886
