chun lei (1961),Beijing Film Studio,Beijing
bei da huang ren,Beijing Film Studio,Beijing
51 hao bing zhan,Haiyan Film Studio,Shanghai (state)
ku mu feng chun,Haiyan Film Studio,Shanghai (state)
man luo hua,Haiyan Film Studio,Shanghai (state)
chun cui tao li,Haiyan Film Studio,Shanghai (state)
hong se niang zi jun,Tianma Film Studio,Shanghai (state)
ying xiong xiao ba lu,Tianma Film Studio,Shanghai (state)
xiao dao hui,Tianma Film Studio,Shanghai (state)
tu po wu jiang,August First Film Studio,Beijing
bi kong xiong shi,August First Film Studio,Beijing
hong shan hu,August First Film Studio,Beijing
li jing ji,Pearl River Film Studio,Canton
ba shan hong lang,Xi'an Film Studio,Xi'an
yan an you ji dui,Xi'an Film Studio,Xi'an
da ji he ta de fu qin,Emei Film Studio,Sichuan
yuan fang xing huo,Xinjiang Film Studio,Xinjiang
feng xue da bie shan,Anhui Film Studio,Anhui
kou zhun bei xue,Anhui Film Studio,Anhui
qi tian qi ye,Changchun Film Studio,Northeast
san guan pai yan,Changchun Film Studio,Northeast
liu yi chuan shu,Changchun Film Studio,Northeast
jia wu feng yun,Changchun Film Studio,Northeast
lu huo zheng hong,Changchun Film Studio,Northeast
hua er duo duo,Beijing Film Studio,Beijing
